framenr,kanji,keyword,public,last_edited,story
1156,昼,"daytime",0,2013-12-16 08:20:31,"roosters in Japan are very civilised, they play the shakuhachi at nightbreak to signify the beginning of daytime"
1157,戸,"door",0,2013-12-16 08:22:20,"Traditional Japanese storefront doors have several *flags*, known as ""noren,"" hanging down from a curtain rod in front of them. I see this as a pseudo-pictograph, and use the horizontal line across the top to represent the curtain rod, since noren don't usually hang from the *ceiling*."
1158,肩,"shoulder",0,2013-12-16 08:27:44,"The shoulder is the best *part of the body* to bash a *door* open with  (Don't ever try this.  Use your foot)."
1159,房,"tassel",0,2013-12-16 08:37:10,"Explanation here: 

http://forum.koohii.com/viewtopic.php?pid=14684#p14684"
1160,扇,"fan",0,2013-12-16 08:40:12,"It's insanely hot today! I'm standing in the *doorway*, fanning myself with *feathers*."
1161,炉,"hearth",0,2013-12-16 08:41:46,"This hearth is equipped with a *fire*-proof *door*. On the kanji you can see somewhat pictographically the *fire*-proof *door* keeping the *fire* behind, and nothing comes under the *door* primitive, where you would have expected to see another primitive."
1162,戻,"re-",0,2013-12-16 08:46:00,"This is common with cats, but also happens with dogs. They go out the door. 5 minutes later they change their minds and come back in. They re-go out the door. They re-come back in. They re-go out the door. They re-come back in. They re-go out the door. They re-come back in. They re-go out the door. They re-come back in. They re-go out the door. They re-come back in. They re-go out the door. They re-come back in. They re-go out the door. AAAAAARRRRRGGGHHHH!!!"
1163,涙,"tears",0,2024-01-17 07:18:28,"The master shed tears of joy when his lost dog returned to his doorstep. (See {戻})"
1164,雇,"employ",0,2013-12-16 08:52:48,"Our company has no standards. We'll employ any *turkey* who walks in the *door*."
1165,顧,"look back",0,2013-12-16 08:54:39,"The people we employ(turkeys) are always turning their heads to look back. They don't want to be caught playing solitare on company time."
1166,啓,"disclose",0,2013-12-16 08:57:06,"Behind closed DOORS, the TASKMASTER tortures to get prisoners to open their MOUTHS and DISCLOSE information."
1167,示,"show",0,2013-12-16 09:05:02,"A boy made an *altar*, but he's afraid to show it to God because he thinks it's *two little*."
1168,礼,"salutation",0,2016-12-09 16:48:49,"As the priest salutes the congregation, he gets hooked up in the altar somehow, creating a quite embarrassing situation."
1169,祥,"auspicious",0,2013-12-17 04:09:18,"Bringing a *sheep* to sacrifice on the *altar* was a sign of an auspicious life. The poor could only afford a pigeon, the more auspicious an expensive *sheep* for an offering."
1170,祝,"celebrate",0,2013-12-17 04:14:38,"When Japanese people turn 20 they usually visit the *altar* at their local shrine and celebrate no longer being a *teenager*."
1171,福,"blessing",0,2013-12-17 04:17:47,"Put all your *wealth* on the church *altar* and receive one blessing. (You stand up out of your wheelchair or something.)"
1172,祉,"welfare",0,2024-01-13 09:19:08,"The *altar* 礻has *stopped* 止 providing social welfare. Nowadays it's mostly gov't.  福祉、ふくし, 社会福祉、しゃかいふくし, social welfare: 彼女は社会福祉についての講演を出席した, ""She attended a lecture on social welfare."" 彼は福祉事務所で働いている, ""He works at the welfare office."" 彼は福祉を受けて生活する人たちを軽蔑した, ""He despised those who lived on welfare."""
1173,社,"company",0,2013-12-17 04:29:21,"An *altar* was bulldozed and filled with *soil* as the foundation for a new company building"
1174,視,"inspection",0,2013-12-17 04:32:00,"The beaurocracy in Japan is such that even altars need to be inspection approved. A little man with glasses comes once a year to give the *altar* a ""visual once over"" as he calls it  (perhaps checking for unauthorised symbology?)"
1175,奈,"Nara",0,2024-01-13 09:21:41,"There is a BIG ALTAR in NARA. (really! :-) )"
1176,尉,"military officer",0,2024-01-15 16:51:01,"Military officers glue their flags to the altars of the countries they've conquered."
1177,慰,"consolation",0,2013-12-17 04:44:57,"A *military officer* must offer consolation to the *hearts* of the families of his fallen men."
1178,款,"goodwill",0,2024-01-15 16:52:02,"goodwill is something that *samurais* *show* and other warriors just *lack*"
1179,禁,"prohibition",0,2013-12-17 04:54:01,"Placing trees on this alter is prohibited."
1180,襟,"collar",0,2013-12-17 04:57:43,"Dress code: all *cloaks* without collars are *prohibited*"
1181,宗,"religion",0,2013-12-17 05:03:17,"All the RELIGIONS have their own temples, which are #houses# where they place their #altars#."
1182,崇,"adore",0,2013-12-17 06:44:39,"Several kanji become their 'greater' version when you add 山 on top (風 becomes 嵐, 石 becomes 岩). Thus, *religion* becomes #adoration#."
1183,祭,"ritual",0,2013-12-17 06:48:09,"There are many famous penis #matsuri#s(festivals) in Japan. The rituals of these festivals involve placing the *flesh* of the *crotch* on an *altar*."
1184,察,"guess",0,2013-12-17 06:55:40,"Police (警察）drive around trying to guess whose house is having a matsuri(ritual) indoors after complaints from the neighbours"
1185,擦,"grate",0,2013-12-17 07:25:23,"if you mis-guess the cheese you'll grate your fingers on the cheese-grater (happens to me all the time)"
1186,由,"wherefore",0,2013-12-17 14:27:16,"""#Wherefore# art thou, *Sprouteo*?"" (Juliet has fallen in love with a brussel sprout) (OR: A brussel sprout has fallen from Juliet's dinner plate and rolled off)"
1187,抽,"pluck",0,2013-12-17 14:32:42,"If you pluck your *fingers*, new ones will *sprout* in their place. (try it ;)"
1188,油,"oil",0,2013-12-17 14:42:48,"The *liquid* oil that *sprouts* from an oil field"
1189,袖,"sleeve",0,2013-12-17 14:45:54,"The bad magician says, ""As you can see, there's nothing up my sleeves!"" Then he trips over his *cloak* and brussel *sprouts* fall everywhere."
1190,宙,"mid-air",0,2013-12-17 14:47:57,"Jack's beanstalk sprouted up, pushed at the roof and lifted the house so that it hangs in mid-air suspended on the SPROUT"
1191,届,"deliver",0,2013-12-17 14:49:48,"There’s a flag sprouting up from the mail box when the mail is delivered. In the US."
1192,笛,"flute",0,2013-12-17 14:51:41,"This is not as advanced as the shakuhachi flute, but a flute made of bamboo sprouts."
1193,軸,"axis",0,2013-12-17 15:00:36,"An absurd image, but what the heck - worked for me. Imagine a *car* going across a plain at a fast speed. Suddenly a single *sprout* (the only one to be seen) gets stuck to the car's wheels, causing the car to fly around its axis."
1194,甲,"armor",0,2013-12-17 15:06:24,"Funny.. this appeared to me as a pictograph of a samurai's armor. Then I looked up images of the samurai armor and it is not even remotely similar. Then I realised it looks in fact like the belly of the Teenage Mutant Ninja Turtles, which I somehow associated with the samurai armor because of the ""turtle samurai"" that appeared earlier. Fits me. The bit that pokes down is to protect the genitals, I guess."
1195,押,"push",0,2013-12-17 15:09:57,"Use your *fingers* to make sure the *roots* of your plant are deep underground by #pushing# them down, down, down.

An ogre pushes some fingers down into the earth hoping they will make roots and grow new fingers."
1196,岬,"headland",0,2013-12-17 15:10:51,"Headlands are natural forts; in fact, once men build castles on them, they become *armoured mountains*.  (Gibralter, for example, is basically an *armoured mountain*)"
1197,挿,"insert",0,2024-01-17 14:56:08,"Weird arcade machine this one. Instead of reading ""insert coin"", it reads ""#insert# *1,000 roots*"". I hope you can play until your *fingers* get sore, for that price!"
1198,申,"speaketh",0,2013-12-17 15:24:25,"I imagine thomeone who can not pronounth the ""s"" and speaketh like thith becauth they have a *cane* in their *mouth*."
1199,伸,"expand",1,2013-12-17 15:35:42,"Zoro has been invited by Monkey D. Luffy to his Pirate Crews in order to expand it."
1200,神,"gods",0,2013-12-18 04:50:57,"The Gods are gathered around debating Zeus' latest purchase for Mount Olympus. A huge and extremely kitsch gilded altar in the shape of giant ""speak no evil"" monkey. Hera decides she will never let him go shopping alone again ."
1201,捜,"search",0,2013-12-18 04:53:58,"The *monkey* searches around with his *fingers* for his *crotch*."
1202,果,"fruit",0,2013-12-18 16:07:37,"Just a pictogram of a cluster of fruit on a tree."
1203,菓,"confectionary",0,2013-12-19 03:45:56,"This candy is made in the shape of a *flower*, each petal with the taste of a different *fruit*."
1204,課,"chapter",0,2013-12-19 03:48:06,"After I finish each chapter of RTK, I eat a piece of *fruit* to celebrate all the new *words* I've learned. (Thanks Misha!)"
1205,裸,"naked",0,2013-12-19 03:50:14,"Eve was naked until she ate of the *fruit* and put a *cloak* on."
1206,斤,"ax",0,2013-12-19 08:50:13,"Pictograph, see book."
1207,析,"chop",0,2013-12-19 08:50:56,"We chop down *trees* with *axes* to #analyze# their rings."
1208,所,"place",0,2013-12-19 08:54:06,"You outsiders better learn your place! An *axe* stuck in the *door* when you get home is a pretty good indicator that this might not be the best place for you."
1209,祈,"pray",0,2013-12-19 09:05:22,"A warrior prays for victory before the battle. He kneels at the *altar*, his battle *axe* at the ready."
1210,近,"near",0,2013-12-19 09:07:12,"The end is near. The *axe*-murderer is waiting for you on the *road*..."
1211,折,"fold",0,2013-12-19 09:08:52,"Fold some origami into the shape of an axe with your fingers. It's even as sharp, so watch out for paper cuts!"
1212,哲,"philosophy",0,2013-12-19 09:14:13,"A two-hour lesson of philosophy in high school. All the students, bored to death,  are *folding* sheets of paper into planes, love notes or whatever, while the *mouth* of the teacher is talking about Platon, Kierkegaard and many other notorious philosophers."
1213,逝,"departed",0,2013-12-19 09:43:05,"The BIG ONE hits Tokyo. You see a news report of the recently departed victims who died when the *roads* *folded* (from the earthquake)."
1214,誓,"vow",0,2024-01-18 11:45:18,"A Japanese wedding tradition is to present each other with *origami cranes* with their #vows# *written* on the BOTTOM."
1215,斬,"chop off",0,2014-10-21 02:40:30,"Picture a death-mobile car with rotating axes on the hood that drives by and chops off people's heads. [beheading is another common meaning]"
1216,暫,"temporarily",0,2024-01-18 11:48:58,"Chopping off 斬 the sun 日 is only temporary, lasts no more ザン a day."
1217,漸,"steadily",0,2013-12-19 09:59:03,"I imagine firemen working steadily to rescue a man from a crashed *car*.  First, they spray it with *water*; then, they use an *axe* to break through the window."
1218,断,"severance",0,2013-12-19 10:10:02,"[Based on fuaburisu's] A man puts some *rice* on a *fishhook* as bait, but catches a fish so strong, he needs to take out his *axe* and #sever# the line lest he be dragged into the depths."
1219,質,"substance",0,2013-12-19 10:11:28,"What is this #substance# on this *clam*? I've already broken 2 *axes* on it! (Good #question#...質問)"
1220,斥,"reject",0,2013-12-19 10:12:50,"The quality expectations are very high in our *axe* manufacturing facility.  If there's one *drop* of rust on any axe, it gets rejected."
1221,訴,"accusation",0,2013-12-19 10:17:01,"*Words* of accusation are usually *rejected*, rarely accepted."
1222,昨,"yesterday",0,2013-12-19 10:18:02,"Today I see. Yesterday I saw."
1223,詐,"lie",0,2013-12-19 10:22:02,"Pinnochio gets frustrated that every time he utters a *word* of a lie, his nose grows and he has to get the *saw* out again."
1224,作,"make",0,2013-12-19 10:26:30,"*Zoro*'s favorite magazine is #Make#. He loves to #make# things. But he's a purist: he only uses *saws*, no power tools."
1225,雪,"snow",0,2013-12-19 10:28:37,"SNOW isn't all that different from *RAIN*, except it can be removed with a *BROOM* because it only forms in freezing temperatures"
1226,録,"record",0,2013-12-19 10:48:29,"Historians have discovered an ancient record about Buddhist monastic life recorded in *gold* plates. Sadly, the only thing the monks did was use their *brooms* to sweep up *rice*."
1227,剥,"peel off",0,2014-10-21 03:26:46,"A multi-purpose *broom*! It cleans, it sweeps (*rice*!), it hits! In fact, peel off the mahogany exterior to uncover a *sabre*! It slices, it dices, it kills!"
1228,尋,"inquire",0,2013-12-19 10:52:03,"The policed inquired into the erotica scandal. They tried to sweep away the evidence, but some of it stuck. (Note: katakana エロ *ero* in the middle of this kanji is the Japanese word for erotica.)"
1229,急,"hurry",0,2013-12-19 10:54:42,"Fantasia: *Bound up brooms* out of control send Mickey's *heart* racing--he has to hurry and figure out how to stop them before the magician returns!"
1230,穏,"calm",0,2013-12-19 11:03:44,"The farmer is calm knowing that his *wheat* fields are protected from *vultures* by his *strawman* with a *heart* (all the better to do the job properly)"
1231,侵,"encroach",0,2013-12-19 11:11:57,"Zoro will hit you badly with a BROOM(because is katana is not necessary in this case) on your CROWN and your CROACH if you only attempt to ENCROACH his personal space"
1232,浸,"immersed",0,2013-12-19 11:12:46,"The French maid draws a bath for her amorous master, but slips and falls in - getting immersed.

(thanks to Nukemarine for the French maid image!)"
1233,寝,"lie down",0,2013-12-19 11:16:58,"After work, the *French maid* goes *home* and lies down with a *turtle*.  Turtle?  Well, he's sloooow and always hard..."
1234,婦,"lady",0,2013-12-19 16:10:14,"In high society, a lady is a *woman* who never touches a *broom* or an *apron*"
1235,掃,"sweep",0,2013-12-19 16:12:06,"sweep - Learn to sweep properly!  Grip the *broom* with your *fingers* and be sure to wear your *apron*."
1236,当,"hit",0,2013-12-19 16:13:25,"[hit; right; appropriate; himself]

If you're old enough, this is a pictograph of an Atari joystick (which, BTW, got its name from this word/kanji).

You can also think of how an Atari joystick is like a *small* *broom* with which you can #hit# and sweep off the enemies from the screen..."
1237,彙,"glossary",0,2014-10-21 03:30:07,"I was reading a recipe book but had trouble figuring out what a ""pineapple"" was. Thanks to the *one-way assisting* glossary at the end, I learnt that a pineapple was a *crowned fruit*."
1238,争,"contend",0,2013-12-19 16:16:32,"This can be seen as a Retarius, a roman gladiator. The Retiarius always fought with a net to *bound up* his opponents, and with a *trident*, which was able to pierce enemies after tying them. They were terrific #contenders#, so they were only paired with gladiators specially equipped to fight them."
1239,浄,"clean",0,2013-12-19 16:24:23,"Separate the primitives. #Cleaning#  the garden involves *watering* the lawn and *binding* up all the leaves with a *rake*."
1240,事,"matter",0,2013-12-20 16:34:20,"This IS a laughing matter: *One mouth* getting smacked after someone steps on a *rake* - classic slapstick comedy!"
1241,唐,"T'ang",0,2013-12-20 16:50:04,"Some archaeologists are digging with a rake inside a cave believed to house remains from the T'ang dynasty, and one of them finds something and open his mouth wide."
1242,糖,"sugar",0,2013-12-20 16:50:44,"Someone wants to make the tang drink more sweet with some sugar, but uses rice by a mistake."
1243,康,"sane",0,2013-12-20 16:53:46,"A psychiatric hospital is located in a CAVE. To determine,  which patients are sane and can be released, they are given a SIEVE and asked to empty a bathtub (the sane ones take out the plug and get the water out with #ease#)."
1244,逮,"apprehend",0,2013-12-20 16:54:49,"The police have a new way of apprehending criminals; a big *sieve* in the *road*. Innocent people pass over, but people with a guilty conscience fall through."
1245,伊,"Italy",0,2014-01-02 16:33:56,"Person from Italy"
1246,君,"old boy",0,2013-12-20 16:59:37,"Some seniors are doing what they have to do to a junior saying “Hey old boy, start mopping this floor” and sticking a mop into his mouth."
1247,群,"flock",0,2013-12-20 17:01:34,"Some ‘old boys’ are flocking together like sheep (not unusual in Japan), standing in front of their senior who will share some life-secrets with them… “Old boys…”"
1248,耐,"-proof",0,2013-12-20 17:04:03,"I spent $100 recently on this excellent rust-proof, water-proof, fire-proof comb. But two days after having bought it, I left it in my back pocket and sat down, snapping this expensive comb in half! I glued it back together, but now every time I try to comb through my thick hair, it just breaks apart again. I guess my comb is also glue-proof."
1249,需,"demand",0,2013-12-24 14:35:44,"If it's raining combs, then the demand for them sure does drop."
1250,儒,"Confucian",0,2017-06-13 16:28:43,"Confucian *persons demand* nothing. Except when the *rain* sets in. Then they need a *comb*. They are quite vain, you know..."
1251,端,"edge",0,2013-12-24 15:05:43,"Have you ever seen those shots in movies where the hero is *standing* at the *edge* of a sheer *mountain* face, hair blowing in the wind? It probably wouldn't seem so heroic if you saw him ten minutes earlier, when a crew of stylists was carefully *combing* his hair so it would fall perfectly."
1252,両,"both",0,2013-12-24 15:12:29,"Primatives *celing; belt; mountain* as per Cumulative Errata. See volfy post for link. Both effective ways to commit suicide, hang your self from the *celing* with your *belt* or jump off a *mountain*"
1253,満,"full",0,2013-12-24 15:19:29,"Add *water* THEN the *flowers*. With *both* the vase will be #full#."
1254,画,"brush-stroke",0,2013-12-24 15:27:59,"To paint a kanji in your *ceiling* with only natural materials, you use a *sprout* as a #brush# and *shovel* some dirt to use as paint for your #strokes#. [modified from johnskb's]"
1255,歯,"tooth",0,2013-12-24 15:33:04,"*Stop* *shoveling* *rice* into your mouth, you'll hurt a tooth! Use chopsticks instead."
1256,曲,"bend",0,2013-12-24 15:36:34,"It looks like the mouth of *Bender the robot*, from Matt Groening's animated series ""Futurama"". Thus, I use the character *Bender the robot* as a primitive."
1257,曹,"cadet",0,2024-01-24 16:58:17,"A space cadet eager to make one bend around the sun.  (a dangerous maneuver)"
1258,遭,"encounter",0,2013-12-24 15:49:19,"A random encounter! The *space cadet bender* meets his first enemies while flying around. What a surprise, as he thought those only happened while walking on the *roads* of the world map. You're usually safe while in a vehicle."
1259,漕,"rowing",0,2013-12-24 15:49:45,"*Bender the cadet* (see frame 1172) is rowing, during some army exercise, and he's very afraid of *water* (Bender is a robot)."
1260,槽,"vat",0,2013-12-24 15:53:33,"*Bender the Cadet* (kudos to Fuaburisu) is found on an army training exercise, hiding behind a *tree*, getting drunk on the famous scotch whiskey Vat 69."
1261,斗,"Big Dipper",0,2013-12-24 15:57:48,"Since the meaning of ""big dipper"" is rather specific and the sense of measurement seems to be a more common usage, I concentrate on the primative meaning of #measuring cup#.  This is a pictograph, with the first two strokes representing the measuring ticks on the side of the cup."
1262,料,"fee",0,2013-12-24 16:04:10,"When buying *rice*, the fee is calculated by the cup. Naturally we don't just use any cup; it has to be a proper *measuring cup*."
1263,科,"department",0,2013-12-24 16:06:23,"University departments study things like *wheat* (agriculture) and the *big dipper* (physics/astronomy), and exact *measuring cups* (engineering)."
1264,図,"map",0,2013-12-24 16:11:24,"Can't see direct relation to {1177} since its writing order is completely different. As raulir noted, it's written as overlapping at the last stroke of ツ and the first of メ. I take it as a pictograph or treasure map. Two dots represent big trees and the cross (marking the treasure) is placed relative to them."
1265,用,"utilize",0,2013-12-24 16:14:26,"When your flesh is weak you must utilize a walking stick."
1266,庸,"comfortable",0,2013-12-24 16:14:55,"To live a comfortable life, single men need only a cave for living,  a rake for cleaning and a screwdriver for fixing."
1267,備,"equip",0,2024-01-26 16:20:27,"A *person* equipping themselves with *flowers* they will *utilize* to beautify the barren *cliff*."
1268,昔,"once upon a time",0,2024-01-26 16:21:32,"Once upon a time, the children were forced to eat their salad every day."
1269,錯,"confused",0,2013-12-25 10:56:04,"*Once upon a time*, it was thought that the ancient ""art"" of alchemy could transform anything into *gold*. At that time, people were obviously confused about the difference between reality and myth. (Arguably people are still as confused as ever, just about different things now.)"
1270,借,"borrow",0,2013-12-25 10:59:01,"*Once upon a time* I let *Zoro* borrow my *salad* bowl, but he won't give it back.  ""This be mine now!"""
1271,惜,"pity",0,2013-12-25 11:03:30,"What a pity! My *state of mind* when i think of  the opportunities I missed from *once upon a time*"
1272,措,"set aside",0,2013-12-25 11:06:48,"*Long ago* our ancestors #set aside# the use of fingers and began to use cutlery. (Raichu,11-7-2006) The way I remember it's 昔  {1184} rather than 旧 {35} is that they began to use cutlery to eat *salad*. (I also think about how when you visit the Medieval Times theme park, which is set in *Once upon a time*, their gimmick is that you eat with your fingers.)"
1273,散,"scatter",0,2013-12-25 11:43:58,"When his *salad* had *meat* in it, the vegetarian *taskmaster* blew his top and #scattered# it all over the restaurant floor."
1274,廿,"twenty",0,2013-12-25 11:45:54,"*Ten* plus *ten* is twenty (see {28})."
1275,庶,"commoner",0,2013-12-29 09:29:07,"If you are so poor that you are a commoner, you will have to live twenty commoners to a cavern, with only one fire for everyone to share."
1276,遮,"intercept",0,2013-12-25 11:54:35,"If don't want your secret message to be intercepted, make sure your deliveryman is dressed as a *commoner* while traveling on the *road*."
1277,席,"seat",0,2015-09-17 16:14:28,"Remember those poor commoners huddled in groups of 20 in a cave? The only thing they had for a seat was some old toweling (while their lords could recline on luxurious couches).
[seat offerring intensified]"
1278,度,"degrees",0,2013-12-25 12:06:07,"The cave is twenty degrees cooler than the outdoors. Twenty male crotches experience shrinkage."
1279,渡,"transit",0,2013-12-25 12:09:57,"This particular form of transit is a ferry (one of the actual meanings of this character). Naturally it can only cross the *water* if it's not frozen, so the temperature must be above 0 *degrees*."
1280,奔,"bustle",0,2013-12-25 12:18:52,"(note: easier way to remember haystack - it's just as difficult to find a needle in a haystack, even if you use two hands)  Farmers hustling and bustling to move big haystacks."
1281,噴,"erupt",0,2013-12-25 12:23:10,"History of Pompei: An unexpect eruption and from the *mouths* of the volcano come lava that threatens the farmers collecting *haystacks* in the fields and the fisherman catching *shells* on the coast"
1282,墳,"tomb",0,2024-01-27 13:37:14,"Using *soil* and *hay* to make bricks, the Egyptians built the pyramids to #entomb# the Pharaohs along with all of their *money*."
1283,憤,"aroused (indignation)",0,2013-12-25 13:21:17,"Note: this word in Japanese has the idea of ""indignant"". So aroused here refers to being aroused because of anger over  some unjust or wrong act, unfairness etc. It doesn't seem to carry a meaning associated with arousal in the sense of sex or pleasure.  So, my story: think of the angry *state of mind* aroused at finding all your *clams* buried under your *haystack* stolen, gone!"
1284,焼,"bake",0,2013-12-26 06:06:57,"Ah, there's no better way to bake a pizza than an oven fueled by a *burning strawman*. And if you listen carefully, there are stifled strawman screams coming from the kitchen. Think of this image: http://users.mtrx.net/funnypics/content/-rdm1-ABCD1234-rdm1-/2005/2005-08-23-0002/Doughboy.jpg"
1285,暁,"daybreak",0,2013-12-26 11:39:26,"The first person to see the *sun* at daybreak is of course the *straw man* who stands outside all *day*."
1286,半,"half",0,2013-12-26 12:04:45,"Imagine karate chopping the number three in half with a WALKING STICK and pausing the picture just as the first ""board"" breaks."
1287,伴,"consort",0,2013-12-26 12:05:15,"The *person* who is your consort is most commonly ""your other *half*""."
1288,畔,"paddy ridge",0,2013-12-26 12:16:32,"A PADDY-RIDGE divides the RICE FIELD in HALF"
1289,判,"judgment",0,2013-12-26 13:19:39,"See book. Solomon made his judgment and decided to cut a baby in half with his saber. Good thing he found the real mom before that happened!"
1290,拳,"fist",0,2014-10-21 03:36:58,"Someone with a *quarter* in his *hand* is probably making a fist (either to protect the quarter or to make you guess which hand the quarter is in.)"
1291,券,"ticket",0,2013-12-26 13:26:22,"This kanji is used for coupon ticket, which cuts the price of an item down only by a *QUARTER* (25%), and the cutting down of the price is represented by the *DAGGER*."
1292,巻,"scroll",0,2013-12-26 13:34:45,"At a mysterious bazaar, you happen to come across something interesting: a rolled-up scroll for only *25¢*. You buy it up impulsively until you realize that the powerful spell contained within is cursed by a poisonous *snake*. If you try to cast this spell, the snake will pop out of nowhere and bite you! Hrmph. No wonder it was so cheap..."
1293,圏,"sphere",0,2024-01-28 15:00:08,"i associate scrolls with spell casting, the effect of this spell is pent in a certain sphere of influence, outside it no damage is done"
1294,勝,"victory",0,2013-12-26 13:51:36,"After your VICTORY cut your enemy's FLESH into QUARTERs to show your POWER."
1295,藤,"wisteria",0,2013-12-26 13:54:15,"The wisteria is a type of hanging vine covered with *flowers*. By the light of the *quarter* *moon*, the *flowers* look like clusters of *rice grains*."
1296,謄,"facsimile",0,2013-12-26 14:00:30,"When you send a facsimile to the *moon* it costs a *quarter* per *word*."
1297,片,"one-sided",0,2013-12-26 14:03:39,"Taking the keyword in the sense of only one part of a whole, I see this as a pictograph of a man kneeling and presenting the ring to his future wife (I couldn't see any trees or branches in there)."
1298,版,"printing block",0,2013-12-26 14:06:08,"Before the advent of printers in Japan, typewriters couldn't be built as they were in the west due to how many kanji there are. Lots of small printing blocks had to be used instead. *One side* of the printing block would have a mirrored (*anti*) image of the kanji. This is true."
1299,之,"of",0,2013-12-26 14:09:25,"Of all the kanji, this is the only one 之orro can write."
1300,乏,"destitution",0,2013-12-26 14:30:23,"Children in complete destitution have no hope of ever getting toys to play with, so when they find even a tiny *drop* of a *building block* (LEGO) they are overjoyed."
1301,芝,"turf",0,2013-12-26 14:46:28,"Artificial turf made easy: *flowers* stuck on top of *building blocks* that you can place anywhere."
1302,不,"negative",0,2013-12-26 14:47:48,"*One below* zero is a negative number."
1303,否,"negate",0,2013-12-26 14:48:51,"To distinguish between 否 negate, and 不 {1217}: Note that ne*gate* contains 口, which is a kind of gate."
1304,杯,"cupfuls",0,2013-12-26 14:56:06,"The maple #tree# is very #negative# about it, but the farmer still collects *cupfuls* of maple syrup from it."
1305,矢,"dart",0,2013-12-26 15:09:46,"Zeus ran out of lightning bolts and has to drop darts from the heavens."
1306,矯,"rectify",0,2013-12-26 15:14:54,"*Angels* have now been given a powerful tool to rectify human behavior instantly, without delay - they have been allowed to drop *darts* on those who misbehave... spare the *dart* and spoil the man..."
1307,族,"tribe",0,2013-12-29 14:46:43,"With a *banner* declaring ""Keep Out!"" and blow *darts* to back it up, the Amazon tribe is not that friendly."
1308,知,"know",0,2013-12-29 15:05:23,"""You have a dart in your mouth!!"" 
""...I know"""
1309,智,"wisdom",0,2013-12-29 15:08:28,"*Knowing* more each *day*, brings wisdom"
1310,挨,"shove(bar)",0,2014-10-21 09:09:23,"(+astridtops) In the crowded bar, someone shoves an *elbow* into you just as you are about to throw your *dart*.  The *dart* slips from your *fingers*. You are just about to curse at the person when you realize that she is your Japanese teacher.  You bow and greet [挨拶 (あいさつ): greeting, salutation] her instead.

挨拶回り (あいさつまわり): New Year courtesy calls
挨拶状 (あいさつじょう): greeting card"
1311,矛,"halberd",0,2013-12-29 15:13:13,"マオ Zedong always carried a halberd"
1312,柔,"tender",0,2013-12-29 15:16:00,"Use a *halberd* to tenderize a *tree*: *halberds* can chop, poke, and slash, so it's all good!"
1313,務,"task",0,2013-12-29 15:17:56,"So many video games have a ""boss"" stage you must pass in order to advance to the next level.  Here, your task is to use your *halberd* to beat the *taskmaster* with the huge, bulging *muscles*."
1314,霧,"fog",0,2013-12-29 15:22:07,"FOG is easy to associate with the RAIN primitive.  So think of FOG as a type of RAIN that is slow at the TASK of getting the place wet."
1315,班,"squad",0,2013-12-29 15:24:09,"Here we have two kings trying out for the cheer-leading squad. A spear on the floor separates their dancing areas."
1316,帰,"homecoming",0,2013-12-29 15:26:55,"A veteran returns home from battle. The village chief takes away his SPEAR to symbolize the end of fighting and gives him a BROOM and an APRON to begin his new career as a hotel maid. “Boy, this is some kind of HOMECOMING,” thinks the veteran."
1317,弓,"bow",0,2013-12-29 15:29:10,"My personification for this primative is Legolas from the Lord of the Rings: a master at the bow. I suppose robin hood etc would work too."
1318,引,"pull",0,2013-12-29 15:30:33,"This is actually a bow and an arrow. (Real origin of this kanji). Pull and release to fire!"
1319,弔,"condolences",0,2013-12-29 15:34:22,"Perhaps a pictograph of a soldier's weapons--his sword and bow-placed ceremonially over his body before burial, while people offer their condolences."
1320,弘,"vast",0,2013-12-29 15:35:12,"If you pull the bow back with your elbow, you can shoot a vast distance."
1321,強,"strong",0,2013-12-29 15:37:03,"An insect who can fly vast distances is strong."
1322,弥,"more and more",0,2014-10-21 09:06:30,"More and more *bows* were made to kill people, until they were *laid down* for better *small*er guns"
1323,弱,"weak",0,2013-12-29 15:39:57,"BOWS with ICE on them are brittle and WEAK."
1324,溺,"drowning",0,2014-10-21 09:20:45,"Darwin awards:  The weakest of the *weak* will start drowning if put in several drops of *water*.  (Do not confuse with {707})"
1325,沸,"seethe",0,2013-12-29 15:44:27,"*Water+dollars* = Jacuzzi. Think of all that #seething# and warm water!"
1326,費,"expense",0,2013-12-29 15:45:38,"A *dollar sign* next to an amount of *money* denotes an expense."
1327,第,"No.",0,2013-12-29 15:48:04,"The No. 1 currency in the world is the *dollar*. But, the Asian nations are fast catching up and may in reality have already surpassed it. So, let the *bamboo* represent the No. 2 currencies (the yen, etc.). The reverse order (*bamboo* on top and the *dollar* on the bottom) is really a look at the future."
1328,弟,"younger brother",0,2013-12-29 15:51:07,"#Younger brothers# are always more prone to mischief. Mine, you can almost see the little *horns* on him and the *dollar signs* on his eyes when he comes up with a money-making scheme."
1329,巧,"adroit",0,2013-12-29 15:53:08,"To be *adroit* one must have mastered the #crafting# of #snares#."
1330,号,"nickname",0,2013-12-29 15:55:47,"My nickname is ""No Lips"". Yep, I shouldn't have put my *mouth* on that *bear trap*..."
1331,朽,"decay",0,2013-12-29 15:58:18,"Don't use wooden snares because, as the woodsman says, ""They're prone to decay, and the catch gets away""."
1332,誇,"boast",0,2013-12-29 16:00:23,"The hunter's #boast#:  I *say*, it was a ""*big* *one*"", but the *snare* broke and it got away. (credit to many others before)"
